Temperature,pH,DO,BOD,COD,SS,EC,TN,NO3N,NH3N,TP,PO4P,Chla,TOC
33.4,7.9,11.5,3.6,10.8,20.5,259,1.671,0.710,0.009,0.100,0.015,22.6,7.4
32.2,8.5,11.9,7.4,16.3,25.4,371,0.822,0.165,0.006,0.168,0.015,45.1,12.6
30.8,7.7,8.8,2.6,12.0,15.9,344,0.618,0.142,0.007,0.106,0.029,20.1,7.3
28.6,7.3,7.6,2.4,10.7,20.8,447,0.787,0.239,0.007,0.091,0.019,12.0,8.0
26.7,7.0,5.2,2.9,8.5,26.9,253,1.360,0.838,0.108,0.118,0.035,18.1,6.5
25.6,7.1,5.1,6.0,9.9,24.0,181,1.520,0.814,0.033,0.130,0.041,74.8,6.9
24.7,7.2,7.5,2.5,6.9,16.6,190,1.289,0.734,0.007,0.076,0.033,14.3,5.2
25.1,7.1,9.3,3.2,7.9,20.1,188,1.293,0.788,0.011,0.093,0.019,17.5,4.0
21.3,8.0,10.4,2.5,9.6,29.2,277,1.678,1.065,0.006,0.101,0.023,34.0,7.0
18.4,7.3,8.2,2.5,8.4,51.0,165,1.438,0.892,0.139,0.170,0.030,24.3,6.7
17.4,7.4,10.2,2.9,7.3,28.1,161,1.808,1.253,0.053,0.140,0.025,28.8,6.1
17.1,6.4,9.8,3.8,10.2,29.3,178,2.395,1.372,0.007,0.171,0.011,46.1,8.4
16.2,7.2,10.3,4.6,9.2,85.0,244,1.822,1.064,0.119,0.288,0.023,55.2,5.2
15.3,7.3,8.3,4.2,8.5,18.7,212,2.136,1.557,0.016,0.143,0.023,49.4,7.0
12.2,7.2,8.3,2.0,6.3,35.1,324,1.748,1.335,0.146,0.150,0.032,21.1,6.1
10.7,7.8,10.2,2.3,7.1,20.3,364,2.320,1.498,0.075,0.078,0.037,16.6,5.3
10.6,6.6,6.3,2.3,6.4,13.6,392,2.244,1.579,0.168,0.069,0.029,9.2,5.2
10.5,7.2,10.1,2.8,7.1,23.4,436,2.244,1.559,0.105,0.084,0.027,31.2,5.1
4.7,7.7,13.1,2.0,5.6,11.9,530,2.666,1.688,0.244,0.096,0.050,14.5,6.0
3.5,7.4,14.1,1.7,7.0,12.2,566,2.624,1.701,0.230,0.053,0.015,11.4,5.2
4.3,7.4,14.1,2.5,6.2,10.1,868,2.915,1.982,0.049,0.069,0.016,18.1,6.1
3.3,7.2,13.7,1.8,5.5,9.0,900,3.035,2.068,0.091,0.055,0.018,16.7,4.8
4.0,8.3,16.7,2.6,6.4,17.3,846,2.650,1.921,0.037,0.068,0.007,15.3,5.0
4.1,7.2,11.7,1.8,6.3,16.1,1159,3.133,2.402,0.197,0.068,0.017,9.7,5.2
3.1,7.4,14.0,1.2,5.6,7.9,1149,3.218,2.569,0.133,0.044,0.003,12.0,5.2
9.6,8.1,12.2,3.3,6.6,14.2,1027,3.153,2.365,0.149,0.073,0.003,27.3,5.0
7.9,7.7,10.2,2.5,5.5,11.9,1130,3.359,2.276,0.327,0.070,0.007,5.7,4.7
11.7,7.6,11.4,1.8,5.7,18.5,1013,2.904,1.749,0.184,0.087,0.004,6.9,4.6
11.8,7.9,11.2,2.9,6.3,24.7,1060,2.907,1.864,0.225,0.112,0.010,29.6,4.5
9.8,8.0,11.0,2.4,6.3,24.1,1077,2.631,1.859,0.179,0.102,0.005,28.1,4.4
13.1,7.7,11.3,1.3,6.1,9.8,1211,3.044,1.992,0.274,0.073,0.012,4.8,4.4
16.1,7.5,10.7,3.2,6.8,18.3,905,2.548,1.553,0.282,0.125,0.015,20.6,5.3
17.6,7.2,9.0,2.3,7.0,14.6,867,4.220,2.092,1.148,0.093,0.037,8.6,4.7
19.9,7.5,9.1,1.6,6.6,16.3,865,3.134,1.963,0.592,0.100,0.030,6.2,5.1
22.5,7.8,10.8,2.1,6.8,6.8,826,3.424,2.063,0.550,0.083,0.020,14.6,5.1
19.4,7.6,9.6,2.0,8.3,27.9,1077,3.286,1.998,0.727,0.116,0.023,11.2,5.2
22.7,6.9,8.7,3.3,11.4,29.9,871,2.841,1.928,0.620,0.188,0.035,56.3,7.5
26.0,8.5,13.7,5.6,12.1,18.8,545,2.541,1.554,0.602,0.124,0.012,50.2,8.8
24.5,8.2,12.3,5.4,11.2,17.1,444,2.266,1.302,0.669,0.100,0.015,38.5,7.5
24.2,8.0,10.6,6.4,14.7,19.6,497,2.561,1.259,0.322,0.077,0.004,60.4,8.7
25.5,8.5,13.8,6.1,13.9,15.5,505,2.074,1.092,0.011,0.050,0.003,54.5,11.3
25.5,7.3,8.0,4.4,10.7,24.8,319,2.628,1.217,0.602,0.104,0.027,10.4,8.5
25.8,7.5,8.2,3.9,9.5,31.4,396,2.238,0.977,0.436,0.099,0.018,32.4,8.0
26.4,8.6,14.1,6.4,14.0,22.8,240,2.187,1.068,0.013,0.086,0.007,31.1,14.2
27.2,7.2,7.8,3.5,8.8,24.3,247,1.663,1.000,0.236,0.103,0.016,27.6,6.3
28.4,8.4,11.4,2.9,7.1,27.6,278,1.617,0.870,0.024,0.116,0.006,32.4,6.8
29.0,6.7,5.8,3.3,9.1,47.6,277,1.258,0.870,0.148,0.171,0.061,6.6,7.1
29.6,7.3,7.1,3.2,7.6,20.4,240,1.314,0.825,0.075,0.117,0.035,17.9,6.3
25.5,7.3,7.9,2.8,8.4,26.6,287,1.603,1.222,0.085,0.088,0.037,15.1,7.5
24.3,7.1,9.9,3.6,8.3,24.2,245,1.338,0.769,0.004,0.092,0.016,24.3,5.7
22.9,6.6,8.7,2.6,7.8,32.3,243,2.115,1.137,0.098,0.227,0.097,12.7,5.6
18.8,7.0,8.0,2.5,7.4,50.0,150,2.094,1.260,0.182,0.188,0.047,9.8,4.6
23.1,7.6,12.3,3.4,6.7,26.4,188,2.272,1.624,0.001,0.086,0.019,26.0,5.0
12.6,7.5,8.2,2.5,6.6,58.2,239,2.655,1.848,0.054,0.090,0.010,17.7,5.7
18.4,6.9,8.9,4.7,7.5,42.6,394,2.552,2.068,0.004,0.098,0.029,31.8,5.7
16.0,6.8,9.5,2.1,6.7,55.5,393,2.511,2.073,0.056,0.121,0.070,22.6,5.6
7.2,7.4,13.1,1.9,6.3,59.8,442,2.664,2.168,0.099,0.094,0.050,23.6,5.9
11.5,6.8,11.1,2.3,6.4,45.4,525,2.589,2.286,0.031,0.080,0.025,27.1,5.9
9.3,7.3,11.4,2.3,5.9,24.3,578,2.532,2.042,0.126,0.045,0.022,13.4,4.7
1.8,7.6,14.6,2.0,6.0,16.4,651,2.566,2.304,0.126,0.056,0.017,10.2,4.7
7.1,7.3,11.7,3.4,7.0,30.3,654,2.452,1.953,0.058,0.068,0.008,34.3,5.0
5.5,7.4,12.9,2.8,10.1,65.7,826,4.074,3.083,0.423,0.122,0.060,13.4,5.6
7.3,7.2,11.2,4.1,9.0,69.0,960,3.413,2.582,0.109,0.142,0.023,28.3,6.3
5.6,7.1,12.7,3.2,7.3,45.0,892,3.302,2.946,0.071,0.094,0.012,22.4,5.6
6.1,7.5,14.2,2.3,7.9,21.8,1108,3.434,2.645,0.208,0.072,0.013,15.9,6.1
9.0,7.3,13.0,2.0,7.0,24.2,1173,3.615,2.870,0.287,0.066,0.025,5.0,5.2
8.7,7.3,12.2,3.0,7.4,110.0,1058,3.213,2.553,0.112,0.154,0.018,20.4,6.4
9.6,7.3,10.2,3.1,6.5,36.2,1200,3.164,2.642,0.234,0.086,0.013,26.1,5.4
15.5,7.9,10.8,6.0,7.8,22.3,1243,3.063,2.490,0.009,0.070,0.007,38.0,6.5
15.0,8.5,15.0,5.7,8.6,17.6,1343,3.018,2.306,0.011,0.078,0.007,67.3,6.6
14.1,8.2,13.6,5.6,9.2,23.2,1219,2.791,2.125,0.030,0.071,0.004,41.0,6.5
17.2,8.3,12.9,4.1,9.7,19.9,1169,2.190,1.564,0.015,0.074,0.004,31.5,6.1
14.5,8.0,10.9,3.6,8.1,19.8,1399,3.068,2.414,0.049,0.056,0.003,23.9,5.5
15.8,7.7,9.2,1.6,7.9,19.0,1075,2.922,2.030,0.198,0.065,0.019,5.7,5.5
21.9,7.2,9.2,1.9,7.9,20.2,1047,2.752,1.796,0.308,0.085,0.035,8.5,5.2
20.6,7.1,8.9,1.9,8.6,37.1,570,3.444,1.866,0.742,0.117,0.047,9.8,6.0
18.9,6.9,8.1,1.4,8.1,83.7,709,3.455,1.885,0.769,0.130,0.042,5.5,6.3
23.2,7.5,9.9,2.5,8.6,24.0,598,3.285,1.766,0.678,0.068,0.013,18.9,6.6
25.1,7.1,7.5,1.8,8.8,21.8,713,2.943,1.652,0.592,0.069,0.013,10.7,6.7
26.4,7.3,8.1,2.4,9.8,23.4,743,2.740,1.385,0.390,0.063,0.019,16.2,7.8
29.0,7.4,8.6,4.2,14.0,31.7,553,2.688,1.206,0.519,0.120,0.039,20.7,10.2
29.5,8.1,11.1,6.6,11.8,51.2,340,2.294,1.277,0.070,0.130,0.022,1.3,8.4
27.3,7.6,11.0,3.4,8.1,55.8,177,1.885,1.320,0.082,0.147,0.042,29.2,6.9
27.8,7.2,7.4,2.0,6.6,35.4,163,2.034,1.369,0.059,0.146,0.074,17.4,3.7
34.4,8.1,10.7,3.6,7.3,23.3,161,1.872,1.088,0.016,0.140,0.036,19.0,4.6
25.1,7.0,6.8,3.6,11.5,211.6,208,2.071,1.065,0.200,0.285,0.112,8.4,6.3
23.0,6.9,7.9,1.4,6.4,74.4,118,1.693,1.113,0.098,0.151,0.049,5.9,4.6
26.9,7.1,9.1,2.5,7.5,35.9,196,1.713,1.286,0.015,0.092,0.030,33.0,4.8
23.0,7.0,7.8,1.8,6.6,38.4,227,1.711,1.105,0.068,0.109,0.035,13.3,4.7
21.4,7.1,6.7,2.2,7.1,66.0,263,1.872,1.104,0.102,0.141,0.042,15.3,4.4
20.3,7.1,8.7,1.1,6.6,55.2,325,2.090,1.499,0.025,0.123,0.041,12.4,4.5
21.6,7.6,8.3,1.0,6.2,36.5,372,2.228,1.717,0.028,0.103,0.034,6.9,4.2
17.6,6.6,8.7,0.7,5.8,55.6,570,2.151,1.660,0.095,0.108,0.021,9.1,4.4
14.4,7.6,8.3,0.8,6.4,57.2,580,2.371,1.706,0.151,0.122,0.048,6.4,4.4
12.5,7.6,11.6,0.9,6.4,72.2,710,2.476,1.898,0.062,0.141,0.017,7.8,4.4
14.2,7.1,8.9,1.2,5.9,47.5,828,2.611,2.044,0.049,0.131,0.041,8.6,4.3
12.5,7.5,11.7,1.5,5.8,53.9,965,2.805,2.220,0.059,0.152,0.040,8.1,3.7
9.1,7.6,11.3,0.9,6.1,30.0,1281,2.687,2.187,0.074,0.112,0.036,12.3,3.3
7.3,7.2,12.0,1.5,5.9,23.0,1137,2.844,2.271,0.037,0.108,0.040,13.6,3.4
5.8,7.8,12.4,2.1,6.0,17.6,1548,2.631,2.129,0.086,0.068,0.020,13.9,3.6
7.0,8.4,17.4,3.8,6.7,13.3,1601,3.322,2.673,0.198,0.058,0.002,25.7,4.4
5.0,7.5,14.8,4.1,8.6,47.0,1588,3.389,2.627,0.089,0.136,0.003,60.5,5.0
6.7,7.7,6.3,2.7,7.2,32.7,1450,4.102,2.801,0.912,0.096,0.007,22.4,4.8
7.8,8.5,14.2,4.6,7.8,28.3,1467,3.947,2.715,0.359,0.112,0.003,75.1,5.4
10.2,7.4,11.8,3.4,7.8,56.6,1826,4.142,2.894,0.374,0.162,0.013,67.7,5.5
13.9,7.8,12.5,3.6,7.5,21.8,1079,5.546,3.138,1.487,0.090,0.008,26.6,4.6
12.8,7.5,11.4,3.0,7.6,39.9,1232,4.538,3.239,0.953,0.119,0.021,26.7,5.0
12.5,8.2,12.0,3.6,7.9,36.6,1237,4.702,3.095,0.658,0.125,0.023,40.9,4.5
15.7,7.5,11.0,4.6,9.8,49.5,675,4.452,3.082,0.313,0.236,0.077,69.3,6.2
16.3,7.6,10.5,2.5,6.7,13.2,1022,4.395,2.691,0.874,0.085,0.028,21.6,4.3
14.7,7.8,9.8,2.6,6.4,23.4,1470,3.748,2.725,0.333,0.090,0.011,24.8,4.1
19.1,7.7,10.9,3.0,7.2,32.0,939,3.267,2.385,0.189,0.117,0.022,35.8,5.6
18.7,7.1,8.1,1.9,7.2,56.5,1199,2.932,2.301,0.210,0.146,0.040,17.4,5.2
22.1,7.3,8.3,1.7,5.8,34.8,1024,3.075,2.040,0.377,0.128,0.031,7.9,4.9
22.2,7.2,7.1,1.7,9.1,82.6,733,3.531,1.858,0.714,0.191,0.053,8.6,6.1
26.0,7.0,7.0,1.6,8.5,34.8,703,3.480,1.955,0.323,0.132,0.038,6.9,6.4
27.7,7.7,9.5,1.4,9.3,16.1,624,2.921,1.698,0.291,0.086,0.033,8.9,6.5
24.2,7.1,6.4,2.6,12.2,85.8,617,2.707,1.237,0.376,0.213,0.059,9.8,8.7
27.4,6.7,7.4,2.9,12.3,47.7,616,2.533,1.266,0.047,0.142,0.020,18.9,8.0
30.4,8.4,16.0,3.1,12.7,17.5,506,2.180,1.075,0.022,0.074,0.003,77.5,8.9
28.6,7.0,7.3,2.8,7.5,42.8,202,2.045,1.219,0.144,0.146,0.050,25.5,5.6
29.9,7.6,6.4,2.3,7.3,49.1,205,1.958,1.305,0.031,0.193,0.079,15.4,5.2
30.6,7.1,6.3,2.2,7.9,54.5,275,1.930,1.245,0.049,0.184,0.072,16.8,5.8
33.7,7.4,8.3,3.2,8.0,20.1,233,1.180,0.614,0.023,0.109,0.025,34.1,6.2
32.7,8.0,10.3,3.6,7.6,24.2,317,0.999,0.479,0.017,0.089,0.014,23.1,6.0
24.2,7.6,7.8,2.5,7.4,33.6,304,1.276,0.758,0.087,0.112,0.037,11.8,5.4
25.3,7.3,7.7,3.2,7.1,71.6,428,1.513,0.716,0.191,0.158,0.045,7.2,5.7
24.6,6.9,5.2,2.5,7.2,41.0,527,1.563,0.864,0.043,0.129,0.041,9.6,5.6
28.2,7.7,7.3,3.2,6.9,35.6,439,1.485,0.793,0.061,0.116,0.030,15.8,5.9
24.5,6.6,8.4,5.1,6.7,42.7,542,1.473,0.904,0.106,0.105,0.028,13.0,5.0
17.9,7.2,8.1,1.6,6.1,43.5,648,1.621,1.082,0.070,0.100,0.014,10.7,4.7
16.7,7.5,9.4,3.0,6.6,39.2,802,1.900,1.333,0.060,0.088,0.011,22.6,5.5
16.2,6.5,9.7,3.9,5.7,50.7,799,1.984,1.288,0.142,0.093,0.014,11.5,5.5
14.3,7.5,9.3,1.6,6.3,43.9,1472,1.972,1.179,0.200,0.104,0.019,9.2,4.5
13.4,7.3,12.2,4.4,6.6,19.8,1063,2.115,1.391,0.073,0.066,0.008,26.9,4.6
11.3,7.3,10.5,1.8,5.7,24.3,1318,2.149,1.466,0.091,0.070,0.014,9.5,3.8
8.8,6.8,10.8,3.2,6.7,19.8,1258,2.462,1.740,0.092,0.075,0.016,16.5,4.8
8.2,7.7,12.6,5.1,6.8,28.9,1028,2.658,1.966,0.104,0.086,0.016,20.1,5.6
3.5,8.3,15.7,3.3,8.0,28.4,1930,2.572,1.967,0.425,0.054,0.005,35.7,5.8
3.5,7.9,15.5,3.2,8.0,20.3,2166,2.608,1.974,0.072,0.054,0.003,32.0,4.8
4.9,7.9,15.6,3.8,7.0,13.9,1982,2.840,2.025,0.128,0.053,0.003,31.4,4.7
8.9,8.3,16.1,3.4,8.3,12.3,1801,2.576,1.965,0.079,0.045,0.004,22.3,5.5
5.4,7.2,11.6,3.7,7.8,25.4,1759,2.814,1.905,0.086,0.059,0.004,12.6,4.6
4.5,7.7,15.5,3.8,7.9,16.6,2027,2.854,1.978,0.141,0.058,0.005,14.3,5.1
6.9,7.4,13.2,3.4,6.8,22.7,2004,2.929,2.121,0.113,0.073,0.005,16.1,5.2
10.0,8.2,13.9,3.8,8.0,21.5,2087,2.812,1.851,0.068,0.078,0.003,28.8,5.1
14.6,7.4,11.5,3.9,8.8,25.9,1943,2.449,1.694,0.128,0.088,0.008,43.8,5.6
11.8,7.8,15.0,5.4,9.2,38.3,1978,4.030,2.242,0.654,0.097,0.001,41.1,6.2
16.2,7.7,13.1,8.6,11.2,50.9,1027,4.297,2.382,0.635,0.229,0.073,63.7,7.8
15.7,7.4,11.3,4.9,8.8,19.4,1047,4.478,2.423,0.943,0.101,0.022,20.8,6.3
19.1,7.8,9.5,4.7,8.2,31.5,1119,4.303,2.316,1.040,0.102,0.002,32.4,6.3
19.8,7.6,12.7,5.0,10.5,51.6,1164,3.814,2.261,0.553,0.180,0.000,62.7,8.3
19.2,8.5,7.1,3.5,8.2,58.1,1091,3.259,1.890,0.610,0.134,0.021,11.8,6.5
21.6,7.9,10.7,4.4,8.9,35.6,1135,2.937,1.793,0.117,0.098,0.000,46.1,7.3
21.3,7.1,6.5,2.2,7.4,25.3,1142,3.226,1.901,0.317,0.084,0.008,4.3,5.4
23.9,7.8,9.8,2.9,7.8,15.6,1406,3.043,1.989,0.271,0.053,0.000,8.2,6.0
25.4,7.1,7.7,2.8,9.2,21.5,1484,2.890,1.685,0.259,0.097,0.022,6.6,7.0
24.0,7.5,11.6,6.8,13.4,27.1,1574,2.647,1.228,0.179,0.158,0.000,51.0,9.9
22.4,7.5,7.0,2.6,9.9,32.3,1703,2.552,1.055,0.351,0.110,0.004,13.7,9.1
28.7,8.5,12.0,3.5,13.5,13.7,1241,1.892,0.933,0.029,0.052,0.000,21.8,9.0
27.0,7.1,6.5,3.3,14.6,64.9,1055,2.235,0.587,0.556,0.164,0.038,17.2,10.9
31.7,7.7,9.0,3.8,13.0,20.5,895,1.836,0.617,0.058,0.097,0.014,21.9,10.8
29.8,7.1,6.2,3.0,11.0,18.7,912,2.230,0.921,0.083,0.080,0.022,7.6,7.9
28.7,7.0,6.3,5.4,10.5,47.2,689,1.862,0.732,0.301,0.149,0.023,14.5,8.3
28.6,6.8,5.1,3.1,9.2,33.3,477,2.358,1.209,0.190,0.145,0.030,8.6,7.0
30.4,7.3,7.5,2.4,9.2,28.0,513,1.883,1.128,0.051,0.101,0.018,12.0,6.3
30.0,7.9,11.4,4.7,16.1,24.9,495,1.462,0.756,0.014,0.088,0.007,54.7,6.0
26.7,7.2,6.9,2.0,8.6,28.9,720,1.101,0.398,0.083,0.109,0.013,10.7,7.0
24.8,7.1,5.7,2.8,7.7,33.8,682,1.754,0.984,0.098,0.143,0.023,12.8,6.3
27.0,7.3,9.1,2.7,8.2,28.7,1178,1.388,0.844,0.013,0.092,0.001,12.3,5.8
24.8,7.2,7.6,2.4,7.3,24.3,1131,1.239,0.709,0.044,0.106,0.009,6.0,5.6
19.6,7.4,8.5,1.8,5.7,32.5,1153,1.445,0.676,0.288,0.097,0.011,6.4,5.4
17.4,7.4,11.1,2.6,7.9,42.6,1082,1.536,0.765,0.038,0.124,0.004,21.2,6.3
16.2,7.1,8.7,3.7,7.6,46.6,1376,1.523,0.705,0.203,0.119,0.009,6.5,5.9
15.4,7.1,9.6,2.3,8.2,17.4,2043,1.507,0.698,0.305,0.065,0.015,14.2,5.2
13.4,7.3,11.1,1.9,7.3,14.3,1981,1.235,0.650,0.069,0.082,0.009,9.7,5.3
6.9,7.2,10.3,2.1,8.0,12.7,2835,1.480,0.840,0.137,0.073,0.017,12.7,4.9
7.3,7.5,13.8,2.7,8.7,17.4,2909,1.654,1.027,0.080,0.081,0.006,29.6,5.7
4.5,7.3,11.9,3.1,8.1,11.4,2839,2.225,1.534,0.102,0.065,0.006,15.1,5.2
5.4,6.9,9.5,3.3,8.2,20.2,2706,2.425,1.591,0.107,0.086,0.019,14.8,5.7
3.2,7.3,14.3,4.2,9.5,18.3,2665,2.881,2.063,0.035,0.080,0.004,36.9,6.4
5.7,8.3,14.1,1.8,7.9,10.0,2367,4.183,2.561,0.781,0.059,0.008,13.6,5.8
5.9,7.4,14.3,3.6,8.5,17.1,2775,3.320,2.166,0.350,0.073,0.004,19.2,5.8
5.9,8.2,13.8,3.8,8.8,29.4,2579,3.094,2.110,0.230,0.082,0.001,24.6,5.4
8.7,7.9,13.5,4.1,7.1,14.6,2460,2.623,1.940,0.067,0.065,0.004,14.2,5.8
10.4,8.1,11.8,3.3,8.5,20.3,2649,2.827,1.893,0.112,0.070,0.005,15.4,5.1
11.4,7.5,11.3,3.2,8.4,31.3,2733,2.791,1.792,0.134,0.090,0.005,21.6,5.4
13.9,8.3,14.6,4.9,9.7,27.3,2833,2.537,1.707,0.030,0.089,0.004,45.9,6.1
14.2,8.0,10.6,5.6,10.7,28.9,3106,2.606,1.779,0.149,0.097,0.004,41.1,6.0
15.3,7.9,12.4,4.4,10.8,46.3,1744,3.361,2.087,0.312,0.136,0.008,47.0,7.5
16.6,8.6,11.8,5.1,9.4,30.7,2074,3.297,2.124,0.167,0.088,0.005,57.8,6.3
15.9,8.2,10.5,4.1,9.3,20.9,2603,3.087,1.802,0.226,0.076,0.003,28.6,6.3
22.7,7.4,7.7,3.5,11.6,71.4,351,2.921,1.964,0.316,0.232,0.104,8.7,8.0
26.0,7.5,6.9,1.7,8.2,30.6,596,2.973,1.788,0.415,0.100,0.027,7.3,6.6
23.2,7.5,7.0,3.4,9.6,35.9,846,2.645,1.366,0.444,0.101,0.019,6.3,7.0
25.3,8.2,9.9,3.6,11.7,15.3,648,2.830,1.525,0.309,0.062,0.002,22.6,7.1
28.3,8.7,10.9,2.2,9.8,9.9,567,2.645,1.334,0.322,0.048,0.001,14.8,6.8
26.1,7.4,5.8,3.6,13.7,47.1,799,2.044,0.787,0.234,0.114,0.014,13.2,9.9
27.2,7.2,5.5,3.3,9.3,62.6,277,2.244,1.126,0.102,0.187,0.052,16.8,6.9
29.9,6.9,6.2,4.9,7.3,65.5,118,1.510,0.935,0.131,0.211,0.067,10.5,5.4
32.4,8.3,9.6,3.1,6.8,34.4,153,1.486,0.841,0.036,0.135,0.024,16.3,4.9
34.3,7.8,7.8,2.0,6.9,26.5,233,1.385,0.861,0.076,0.129,0.040,9.1,5.0
32.9,7.4,8.4,7.6,19.6,50.5,272,1.927,0.752,0.052,0.201,0.022,116.7,7.3
30.7,8.5,10.8,3.7,8.1,13.6,226,1.543,0.905,0.027,0.097,0.023,32.0,5.8
30.3,8.0,8.3,2.2,7.1,16.1,207,1.158,0.615,0.062,0.101,0.028,9.2,5.6
27.4,7.2,6.4,4.5,12.3,38.6,247,1.512,0.770,0.187,0.175,0.037,21.8,8.3
22.9,7.1,6.4,4.3,6.7,44.1,250,1.763,1.157,0.140,0.142,0.045,6.1,5.1
20.2,7.3,7.3,2.7,7.6,86.3,289,1.755,1.161,0.152,0.178,0.028,4.6,5.9
20.3,7.4,8.7,3.0,7.9,29.1,440,2.113,1.525,0.057,0.102,0.032,16.3,5.7
18.5,7.6,8.5,4.4,8.7,48.0,443,2.304,1.546,0.080,0.143,0.021,37.4,6.3
3.0,7.6,14.3,1.4,3.5,2.0,222,3.485,0,0,0.028,0,0,2.5
2.6,7.3,14.2,1.6,4.4,1.6,220,3.758,0,0,0.038,0,0,2.9
3.9,7.1,12.5,3.0,9.0,9.5,213,2.634,0,0,0.069,0,0,5.2
5.9,7.4,13.7,1.4,4.9,1.7,203,2.724,0,0,0.044,0,0,3.1
3.4,7.1,14.9,1.6,5.3,3.9,97,3.248,0,0,0.039,0,0,2.6
4.0,6.8,14.5,1.4,3.3,2.4,193,3.219,0,0,0.039,0,0,1.6
4.8,7.6,14.3,1.6,4.8,1.9,217,3.553,0,0,0.041,0,0,2.7
7.6,7.2,13.5,2.0,5.0,2.0,217,3.781,0,0,0.052,0,0,2.8
8.5,7.5,17.1,2.0,5.4,3.0,233,3.560,0,0,0.082,0,0,3.1
11.1,7.2,14.8,3.3,11.4,33.2,142,3.777,0,0,0.111,0,0,6.0
12.0,7.7,12.6,1.3,3.0,7.5,141,2.904,0,0,0.053,0,0,2.8
10.2,7.5,14.9,1.8,4.7,16.2,210,2.820,0,0,0.039,0,0,2.9
11.9,7.4,11.5,1.5,4.6,3.4,204,2.608,0,0,0.040,0,0,3.0
16.3,7.0,10.7,2.1,6.0,3.3,180,2.441,0,0,0.067,0,0,5.3
12.2,7.3,8.4,3.2,6.0,8.6,201,2.488,0,0,0.065,0,0,3.5
15.9,7.3,10.1,2.2,5.6,7.8,228,2.412,0,0,0.080,0,0,3.8
18.7,7.3,9.8,2.4,6.2,27.0,264,2.390,0,0,0.072,0,0,4.3
18.4,7.4,9.1,2.9,6.4,68.3,107,1.248,0,0,0.084,0,0,4.5
20.2,7.3,8.5,2.5,7.6,43.9,130,1.555,0,0,0.075,0,0,4.8
18.2,7.3,8.5,4.7,15.1,152.5,156,2.581,0,0,0.182,0,0,9.1
23.6,7.0,8.1,3.7,7.5,29.5,130,1.710,0,0,0.170,0,0,5.8
23.2,7.4,8.1,3.2,7.5,39.9,143,1.471,0,0,0.119,0,0,5.1
21.7,7.9,7.8,4.6,10.9,145.2,195,2.440,0,0,0.279,0,0,7.5
24.0,7.0,7.8,2.1,6.5,16.4,130,1.433,0,0,0.067,0,0,5.3
26.2,7.2,5.8,2.4,7.4,7.2,201,2.019,0,0,0.107,0,0,5.5
25.8,7.1,6.9,1.9,6.2,15.1,152,2.687,0,0,0.111,0,0,4.8
25.4,7.4,7.7,2.5,6.3,21.3,137,1.928,0,0,0.091,0,0,4.2
24.9,7.0,7.0,2.6,6.2,28.4,136,1.800,0,0,0.150,0,0,4.5
24.9,7.2,7.1,4.1,8.9,51.5,134,2.490,0,0,0.225,0,0,4.9
28.0,6.7,7.2,2.1,6.2,12.8,149,1.726,0,0,0.092,0,0,4.5
28.7,7.4,7.9,2.3,5.6,19.4,122,1.038,0,0,0.076,0,0,4.0
24.4,7.0,7.8,1.2,5.4,14.5,171,2.151,0,0,0.107,0,0,3.8
25.3,7.7,8.7,1.0,4.5,10.7,168,2.406,0,0,0.080,0,0,3.5
22.0,7.4,8.4,1.3,3.9,8.2,190,2.421,0,0,0.058,0,0,3.2
20.3,7.0,7.9,1.3,3.9,4.1,183,2.553,0,0,0.064,0,0,2.7
21.0,6.9,6.4,5.5,7.7,12.1,215,3.571,0,0,0.128,0,0,5.7
19.7,7.3,8.3,3.2,3.9,26.6,230,3.255,0,0,0.084,0,0,2.4
16.5,7.2,8.2,1.3,3.5,9.0,227,3.047,0,0,0.067,0,0,2.7
16.7,7.4,7.3,3.4,5.9,9.6,265,4.751,0,0,0.086,0,0,4.5
13.2,7.1,9.5,1.4,3.0,3.6,235,3.198,0,0,0.063,0,0,2.3
12.9,7.0,9.6,1.0,3.1,3.1,252,3.471,0,0,0.070,0,0,2.4
9.9,7.6,10.8,0.9,2.7,2.1,210,3.052,0,0,0.060,0,0,2.9
7.6,7.4,12.9,2.2,3.6,3.3,216,3.474,0,0,0.079,0,0,3.0
2.9,7.3,15.0,2.1,5.8,5.0,284,4.723,0,0,0.088,0,0,4.8
6.7,7.3,11.6,2.0,4.0,2.9,279,3.597,0,0,0.050,0,0,3.4
5.3,7.3,13.6,1.3,3.5,1.5,251,3.676,0,0,0.051,0,0,3.4
4.3,7.4,11.6,1.3,3.1,2.2,265,3.668,0,0,0.052,0,0,2.9
5.2,8.1,9.3,2.0,3.0,2.9,212,4.018,0,0,0.047,0,0,2.6
1.6,7.5,16.5,1.3,3.6,4.5,241,3.908,0,0,0.041,0,0,2.2
3.3,7.5,12.7,1.5,3.9,2.3,227,3.786,0,0,0.063,0,0,2.5
1.7,7.6,13.9,1.8,3.9,2.4,211,3.483,0,0,0.048,0,0,1.4
4.7,7.5,12.2,1.3,3.4,2.7,207,3.438,0,0,0.063,0,0,3.2
6.9,7.6,12.9,2.0,3.4,2.5,202,3.862,0,0,0.063,0,0,2.7
6.0,7.4,13.1,1.5,3.3,3.1,280,3.968,0,0,0.045,0,0,2.5
