WT,pH,EC,DO,BOD,COD,SS,TN,TP,TOC,Flowrate,
26.8 ,7.7 ,221 ,6.6 ,2.7 ,6.6 ,55.0 ,3.398 ,0.163 ,3.7 ,6.255 ,
27.3 ,8.0 ,226 ,8.5 ,1.2 ,4.7 ,14.4 ,1.190 ,0.084 ,3.0 ,2.594 ,
27.3 ,8.0 ,240 ,9.3 ,2.1 ,5.3 ,9.7 ,1.496 ,0.106 ,4.0 ,2.003 ,
30.6 ,7.8 ,286 ,8.2 ,3.1 ,5.6 ,7.8 ,1.156 ,0.124 ,4.3 ,1.940 ,
27.8 ,7.3 ,309 ,7.0 ,3.5 ,6.0 ,20.4 ,3.594 ,0.168 ,5.8 ,3.831 ,
21.9 ,7.3 ,315 ,8.7 ,1.2 ,5.0 ,6.6 ,1.803 ,0.092 ,3.9 ,2.293 ,
24.2 ,8.3 ,330 ,9.4 ,1.4 ,4.7 ,7.6 ,2.206 ,0.078 ,3.8 ,2.007 ,
24.6 ,8.2 ,341 ,10.5 ,1.1 ,4.1 ,2.6 ,1.465 ,0.109 ,2.8 ,1.438 ,
21.5 ,7.3 ,365 ,7.5 ,0.6 ,3.8 ,5.0 ,2.467 ,0.095 ,2.5 ,1.840 ,
21.2 ,7.6 ,339 ,9.2 ,0.4 ,3.6 ,3.6 ,2.531 ,0.109 ,2.4 ,2.458 ,
17.3 ,7.7 ,354 ,9.3 ,0.8 ,3.3 ,1.4 ,2.167 ,0.049 ,2.3 ,1.463 ,
13.3 ,7.6 ,361 ,11.9 ,0.7 ,3.2 ,1.4 ,2.120 ,0.040 ,2.3 ,1.193 ,
13.0 ,7.7 ,362 ,13.3 ,1.0 ,3.8 ,1.8 ,1.853 ,0.035 ,2.5 ,1.050 ,
8.4 ,7.5 ,381 ,13.2 ,1.0 ,3.8 ,2.2 ,2.478 ,0.027 ,2.3 ,1.011 ,
6.8 ,7.5 ,383 ,13.0 ,0.6 ,3.8 ,1.8 ,2.766 ,0.038 ,2.3 ,0.911 ,
6.0 ,7.3 ,323 ,11.8 ,1.7 ,5.2 ,23.6 ,3.059 ,0.140 ,3.1 ,1.631 ,
5.9 ,7.5 ,401 ,11.9 ,0.8 ,3.3 ,2.4 ,2.894 ,0.060 ,2.0 ,1.017 ,
5.8 ,7.3 ,407 ,11.6 ,5.0 ,7.2 ,2.8 ,3.322 ,0.070 ,3.9 ,1.007 ,
5.7 ,7.5 ,389 ,12.6 ,0.6 ,3.3 ,2.8 ,2.707 ,0.060 ,2.0 ,0.643 ,
4.3 ,7.7 ,350 ,13.8 ,1.3 ,3.4 ,8.2 ,2.714 ,0.068 ,1.9 ,0.848 ,
3.7 ,7.3 ,381 ,12.6 ,0.6 ,3.4 ,2.2 ,2.903 ,0.076 ,1.8 ,0.427 ,
3.8 ,7.6 ,387 ,13.9 ,1.4 ,4.2 ,9.2 ,2.926 ,0.075 ,3.0 ,0.828 ,
7.3 ,7.3 ,412 ,13.0 ,0.9 ,3.7 ,2.6 ,2.995 ,0.052 ,2.1 ,0.528 ,
7.6 ,7.5 ,406 ,12.3 ,1.6 ,4.4 ,3.8 ,3.042 ,0.150 ,2.6 ,0.600 ,
8.8 ,7.8 ,417 ,13.2 ,2.3 ,5.8 ,4.0 ,3.320 ,0.066 ,3.2 ,0.447 ,
8.7 ,7.5 ,405 ,12.1 ,1.5 ,4.9 ,14.2 ,2.609 ,0.093 ,2.8 ,0.486 ,
10.6 ,7.6 ,422 ,12.8 ,1.1 ,4.3 ,8.8 ,2.674 ,0.055 ,2.5 ,0.421 ,
17.6 ,7.6 ,395 ,9.7 ,1.0 ,4.5 ,19.8 ,3.173 ,0.075 ,3.2 ,0.877 ,
16.7 ,7.6 ,409 ,10.9 ,1.5 ,4.4 ,5.6 ,2.531 ,0.058 ,3.8 ,0.589 ,
18.0 ,7.4 ,366 ,10.7 ,0.7 ,4.0 ,5.6 ,2.568 ,0.072 ,3.3 ,1.091 ,
15.9 ,7.8 ,328 ,11.7 ,1.4 ,4.4 ,4.2 ,1.675 ,0.057 ,2.8 ,0.867 ,
20.7 ,8.4 ,382 ,11.6 ,2.4 ,5.8 ,6.0 ,2.173 ,0.107 ,3.8 ,0.620 ,
19.6 ,8.2 ,332 ,10.9 ,0.8 ,3.9 ,4.8 ,1.851 ,0.057 ,2.9 ,0.858 ,
23.3 ,7.8 ,237 ,9.5 ,1.9 ,4.5 ,10.2 ,1.649 ,0.058 ,3.3 ,2.337 ,
19.9 ,7.8 ,261 ,9.5 ,1.8 ,5.0 ,7.4 ,1.595 ,0.043 ,3.3 ,1.893 ,
22.7 ,8.0 ,231 ,9.5 ,1.4 ,5.7 ,64.0 ,1.644 ,0.086 ,3.3 ,2.222 ,
22.8 ,7.4 ,220 ,8.6 ,1.4 ,4.5 ,11.6 ,1.710 ,0.079 ,3.3 ,2.817 ,
23.3 ,7.5 ,245 ,9.1 ,0.5 ,4.3 ,7.8 ,1.627 ,0.078 ,3.1 ,1.289 ,
25.5 ,7.6 ,253 ,8.8 ,1.6 ,5.4 ,8.7 ,1.697 ,0.086 ,4.3 ,1.988 ,
32.2 ,7.5 ,205 ,7.4 ,2.7 ,7.4 ,21.0 ,1.849 ,0.169 ,3.7 ,2.440 ,
25.2 ,7.4 ,302 ,8.1 ,0.4 ,4.1 ,3.8 ,1.363 ,0.115 ,3.1 ,1.819 ,
26.2 ,7.8 ,254 ,9.8 ,1.3 ,3.8 ,3.6 ,0.841 ,0.072 ,3.2 ,1.410 ,
28.5 ,7.8 ,250 ,9.6 ,1.4 ,4.6 ,5.8 ,1.225 ,0.114 ,2.9 ,2.547 ,
20.6 ,6.8 ,98 ,7.6 ,5.7 ,21.7 ,452.0 ,3.474 ,0.500 ,7.0 ,135.508 ,
23.2 ,7.0 ,224 ,8.3 ,0.7 ,5.2 ,15.6 ,2.275 ,0.127 ,3.7 ,9.506 ,
22.6 ,7.1 ,222 ,8.8 ,1.3 ,5.1 ,9.2 ,1.989 ,0.102 ,3.3 ,6.435 ,
24.9 ,7.1 ,235 ,9.2 ,1.7 ,4.8 ,5.4 ,1.691 ,0.090 ,3.4 ,4.059 ,
23.3 ,7.8 ,294 ,9.4 ,1.4 ,4.2 ,3.0 ,1.687 ,0.085 ,3.0 ,2.175 ,
18.4 ,7.8 ,344 ,11.4 ,1.1 ,4.2 ,2.2 ,2.565 ,0.094 ,2.7 ,1.441 ,
17.3 ,7.3 ,303 ,9.0 ,2.0 ,6.0 ,21.6 ,2.414 ,0.147 ,3.8 ,3.797 ,
17.7 ,7.3 ,292 ,8.5 ,4.6 ,7.9 ,62.5 ,3.252 ,0.239 ,3.8 ,5.471 ,
15.8 ,7.6 ,311 ,11.8 ,0.6 ,4.1 ,2.8 ,2.755 ,0.090 ,2.8 ,2.470 ,
13.9 ,7.9 ,295 ,11.3 ,1.3 ,4.4 ,4.2 ,2.862 ,0.097 ,2.6 ,2.867 ,
12.0 ,7.9 ,336 ,12.9 ,1.1 ,3.7 ,4.6 ,2.802 ,0.068 ,2.3 ,1.576 ,
10.3 ,7.8 ,368 ,14.5 ,1.1 ,4.8 ,3.4 ,3.284 ,0.066 ,2.7 ,1.364 ,
10.2 ,7.4 ,185 ,11.0 ,5.0 ,10.2 ,68.7 ,2.770 ,0.306 ,6.2 ,11.114 ,
7.9 ,8.0 ,280 ,12.0 ,1.4 ,4.3 ,8.0 ,2.579 ,0.088 ,2.9 ,2.956 ,
5.1 ,7.5 ,388 ,10.9 ,1.9 ,11.2 ,9.1 ,7.638 ,0.369 ,6.6 ,2.245 ,
6.0 ,7.6 ,341 ,12.3 ,1.5 ,4.5 ,20.5 ,3.738 ,0.093 ,3.0 ,2.088 ,
3.0 ,7.7 ,385 ,13.4 ,1.9 ,5.6 ,4.6 ,4.695 ,0.136 ,3.6 ,0.900 ,
4.9 ,7.7 ,391 ,13.2 ,1.4 ,4.6 ,3.0 ,3.991 ,0.070 ,3.1 ,0.908 ,
5.6 ,7.5 ,356 ,10.3 ,2.0 ,4.4 ,3.8 ,4.095 ,0.064 ,3.1 ,1.219 ,
4.0 ,7.8 ,395 ,11.0 ,3.7 ,12.4 ,11.2 ,8.048 ,0.412 ,7.9 ,1.080 ,
2.9 ,7.9 ,402 ,12.7 ,4.1 ,12.2 ,11.4 ,7.695 ,0.373 ,7.6 ,1.024 ,
6.8 ,7.8 ,360 ,11.4 ,1.2 ,4.9 ,3.8 ,3.320 ,0.051 ,2.6 ,1.039 ,
4.7 ,8.0 ,365 ,12.0 ,2.8 ,4.6 ,8.0 ,3.615 ,0.055 ,2.7 ,0.832 ,
11.5 ,7.6 ,384 ,9.8 ,2.7 ,4.9 ,4.6 ,3.121 ,0.062 ,3.3 ,0.635 ,
7.8 ,7.6 ,336 ,9.2 ,5.0 ,11.1 ,9.2 ,6.752 ,0.296 ,7.8 ,1.655 ,
11.2 ,7.7 ,314 ,8.2 ,8.0 ,7.8 ,11.5 ,5.129 ,0.203 ,5.0 ,2.007 ,
12.9 ,7.9 ,210 ,10.1 ,4.2 ,7.7 ,44.5 ,3.043 ,0.182 ,4.1 ,8.746 ,
15.8 ,7.7 ,336 ,7.8 ,5.7 ,13.2 ,23.2 ,7.151 ,0.343 ,8.2 ,1.741 ,
16.1 ,7.7 ,323 ,7.0 ,4.8 ,13.2 ,27.0 ,7.997 ,0.379 ,8.2 ,2.155 ,
17.8 ,7.7 ,162 ,7.5 ,3.4 ,8.3 ,43.5 ,1.995 ,0.220 ,5.6 ,8.215 ,
17.6 ,7.2 ,224 ,8.7 ,1.5 ,5.1 ,18.4 ,1.841 ,0.078 ,2.9 ,2.579 ,
19.9 ,7.5 ,210 ,7.7 ,1.2 ,5.2 ,14.4 ,1.312 ,0.093 ,2.8 ,2.374 ,
21.3 ,7.7 ,207 ,6.8 ,1.5 ,5.7 ,17.2 ,1.134 ,0.122 ,2.9 ,2.352 ,
22.6 ,7.5 ,244 ,6.7 ,1.5 ,4.9 ,13.4 ,1.082 ,0.107 ,2.7 ,1.196 ,
25.1 ,7.5 ,256 ,6.5 ,1.2 ,4.9 ,15.8 ,1.098 ,0.098 ,2.8 ,0.989 ,
23.1 ,7.3 ,280 ,5.5 ,2.7 ,7.5 ,28.0 ,2.957 ,0.175 ,5.5 ,1.261 ,
23.8 ,7.6 ,229 ,6.0 ,1.2 ,4.8 ,16.0 ,1.223 ,0.065 ,3.1 ,1.665 ,
22.6 ,6.9 ,163 ,4.2 ,12.4 ,15.9 ,54.0 ,3.581 ,0.419 ,10.5 ,32.319 ,
22.8 ,7.6 ,254 ,6.2 ,2.3 ,6.4 ,12.6 ,2.430 ,0.133 ,3.4 ,3.123 ,
24.9 ,7.8 ,296 ,5.7 ,2.8 ,7.8 ,8.0 ,2.028 ,0.201 ,4.8 ,3.077 ,
22.7 ,7.7 ,264 ,6.5 ,2.1 ,7.4 ,12.6 ,1.633 ,0.199 ,4.3 ,12.889 ,
23.0 ,7.5 ,313 ,6.9 ,2.2 ,5.7 ,14.2 ,2.064 ,0.143 ,3.4 ,2.854 ,
19.5 ,7.5 ,253 ,7.6 ,1.0 ,4.9 ,11.0 ,1.839 ,0.106 ,2.8 ,3.672 ,
19.0 ,7.5 ,388 ,4.7 ,8.5 ,13.2 ,13.6 ,6.609 ,0.319 ,10.4 ,1.898 ,
21.2 ,7.6 ,294 ,6.7 ,1.4 ,5.1 ,6.6 ,1.239 ,0.065 ,2.5 ,1.657 ,
18.7 ,7.6 ,367 ,7.3 ,0.8 ,4.6 ,10.0 ,1.300 ,0.072 ,2.4 ,1.314 ,
17.3 ,8.3 ,375 ,10.8 ,1.9 ,4.6 ,6.0 ,1.373 ,0.046 ,2.7 ,0.999 ,
18.6 ,8.2 ,383 ,8.5 ,1.7 ,5.2 ,5.8 ,1.536 ,0.050 ,3.1 ,1.008 ,
16.9 ,8.6 ,394 ,10.6 ,1.4 ,5.2 ,20.6 ,1.565 ,0.052 ,3.1 ,1.372 ,
12.3 ,8.2 ,399 ,11.9 ,1.5 ,4.3 ,2.6 ,2.050 ,0.048 ,2.8 ,0.799 ,
13.5 ,8.0 ,395 ,6.3 ,5.2 ,12.9 ,8.0 ,7.563 ,0.264 ,9.3 ,2.040 ,
14.0 ,7.8 ,322 ,7.0 ,2.4 ,6.1 ,10.6 ,2.895 ,0.116 ,4.1 ,3.026 ,
13.2 ,7.8 ,367 ,8.1 ,1.1 ,4.6 ,10.6 ,2.723 ,0.074 ,3.0 ,1.763 ,
9.7 ,8.0 ,396 ,9.5 ,1.3 ,4.3 ,11.8 ,2.435 ,0.052 ,2.6 ,1.294 ,
8.9 ,7.7 ,420 ,10.3 ,1.7 ,4.3 ,4.4 ,2.558 ,0.045 ,2.9 ,1.198 ,
4.1 ,8.0 ,404 ,13.5 ,0.9 ,5.0 ,3.8 ,3.492 ,0.043 ,3.3 ,0.993 ,
2.7 ,7.7 ,409 ,13.9 ,1.1 ,4.6 ,3.6 ,3.063 ,0.034 ,3.3 ,0.832 ,
2.0 ,7.1 ,430 ,8.0 ,1.2 ,4.6 ,3.4 ,3.270 ,0.035 ,3.2 ,0.863 ,
4.0 ,7.3 ,414 ,12.9 ,1.5 ,5.4 ,5.4 ,3.266 ,0.052 ,3.5 ,1.226 ,
4.0 ,7.6 ,356 ,11.6 ,2.3 ,5.3 ,11.4 ,3.016 ,0.061 ,3.7 ,1.465 ,
6.7 ,7.7 ,394 ,12.4 ,1.0 ,4.4 ,8.2 ,3.322 ,0.050 ,2.7 ,1.006 ,
10.0 ,7.5 ,307 ,9.0 ,3.2 ,6.4 ,20.0 ,3.630 ,0.072 ,3.8 ,2.387 ,
9.2 ,7.5 ,382 ,9.8 ,1.3 ,4.6 ,12.6 ,3.230 ,0.050 ,2.7 ,1.097 ,
13.7 ,7.5 ,369 ,9.5 ,2.5 ,5.6 ,16.4 ,2.474 ,0.058 ,3.5 ,1.053 ,
12.6 ,7.7 ,388 ,9.5 ,1.8 ,5.8 ,20.6 ,2.089 ,0.056 ,3.8 ,0.767 ,
12.2 ,7.5 ,314 ,8.8 ,2.2 ,5.6 ,32.8 ,2.860 ,0.053 ,4.4 ,1.920 ,
16.9 ,7.6 ,227 ,7.8 ,1.8 ,5.5 ,28.0 ,1.728 ,0.045 ,3.8 ,3.851 ,
22.5 ,7.6 ,229 ,5.3 ,5.3 ,9.2 ,21.6 ,3.680 ,0.094 ,7.2 ,3.651 ,
24.5 ,7.5 ,265 ,6.7 ,1.7 ,6.0 ,10.6 ,2.627 ,0.131 ,4.2 ,5.405 ,
29.0 ,7.7 ,338 ,5.2 ,1.7 ,6.9 ,4.0 ,1.890 ,0.197 ,4.7 ,2.096 ,
19.4 ,7.4 ,219 ,7.9 ,1.1 ,6.3 ,12.8 ,2.973 ,0.098 ,3.8 ,12.522 ,
16.7 ,7.4 ,216 ,9.2 ,0.4 ,5.1 ,10.4 ,2.556 ,0.074 ,3.2 ,8.760 ,
13.7 ,7.8 ,338 ,9.7 ,0.6 ,3.7 ,2.4 ,2.291 ,0.017 ,2.0 ,1.896 ,
7.1 ,7.8 ,386 ,12.5 ,1.4 ,4.5 ,2.2 ,3.020 ,0.019 ,2.4 ,1.111 ,
5.5 ,7.6 ,371 ,11.6 ,0.7 ,4.2 ,2.4 ,2.849 ,0.035 ,2.6 ,0.991 ,
4.9 ,7.9 ,411 ,12.6 ,1.5 ,4.4 ,3.4 ,2.886 ,0.025 ,3.3 ,0.920 ,
6.6 ,8.0 ,412 ,12.3 ,1.5 ,4.5 ,4.2 ,2.471 ,0.039 ,2.6 ,0.802 ,
12.3 ,7.8 ,218 ,9.8 ,4.0 ,7.0 ,30.0 ,1.968 ,0.109 ,4.7 ,12.473 ,
16.1 ,7.5 ,238 ,8.3 ,3.3 ,6.9 ,12.4 ,1.704 ,0.068 ,5.2 ,3.586 ,
18.3 ,7.5 ,208 ,7.0 ,1.4 ,5.3 ,10.2 ,1.173 ,0.040 ,3.6 ,3.646 ,
20.3 ,7.9 ,217 ,7.9 ,1.3 ,4.7 ,13.4 ,0.883 ,0.046 ,3.4 ,1.678 ,
24.6 ,7.8 ,249 ,8.3 ,2.8 ,6.1 ,9.2 ,0.785 ,0.056 ,4.1 ,1.846 ,
22.3 ,7.3 ,171 ,5.9 ,4.2 ,12.8 ,26.8 ,2.741 ,0.196 ,8.2 ,12.650 ,
26.3 ,7.6 ,313 ,5.9 ,2.1 ,4.6 ,13.8 ,1.104 ,0.062 ,3.4 ,1.073 ,
27.2 ,7.7 ,295 ,7.1 ,1.1 ,4.9 ,8.0 ,1.220 ,0.075 ,3.4 ,1.197 ,
25.3 ,7.6 ,310 ,5.9 ,4.2 ,9.2 ,15.0 ,3.666 ,0.357 ,6.8 ,5.354 ,
21.0 ,7.7 ,301 ,7.2 ,1.0 ,5.3 ,15.4 ,1.477 ,0.049 ,3.5 ,3.368 ,
16.8 ,7.7 ,351 ,9.2 ,1.3 ,4.4 ,2.4 ,1.961 ,0.057 ,2.6 ,2.000 ,
10.7 ,8.3 ,409 ,13.2 ,1.5 ,5.1 ,7.0 ,2.490 ,0.024 ,3.0 ,1.070 ,
5.3 ,8.3 ,458 ,13.9 ,1.3 ,4.4 ,1.8 ,2.635 ,0.022 ,2.7 ,0.773 ,
6.5 ,7.8 ,344 ,11.4 ,3.5 ,4.0 ,3.4 ,5.357 ,0.167 ,2.2 ,0.176 ,
6.9 ,7.6 ,418 ,12.7 ,0.6 ,2.7 ,2.6 ,4.682 ,0.064 ,1.9 ,0.197 ,
5.9 ,7.6 ,414 ,12.8 ,0.9 ,3.2 ,0.9 ,5.374 ,0.060 ,1.9 ,0.327 ,
3.8 ,7.3 ,320 ,12.9 ,0.7 ,4.1 ,8.6 ,5.182 ,0.110 ,2.9 ,1.326 ,
7.5 ,7.4 ,368 ,12.0 ,0.7 ,2.3 ,1.1 ,5.062 ,0.056 ,1.6 ,0.491 ,
8.6 ,7.4 ,394 ,12.0 ,0.4 ,2.7 ,0.9 ,4.860 ,0.057 ,1.4 ,0.338 ,
11.0 ,7.6 ,409 ,12.3 ,0.5 ,2.6 ,1.7 ,4.925 ,0.057 ,1.9 ,0.344 ,
13.1 ,7.3 ,398 ,12.0 ,0.8 ,3.1 ,1.4 ,4.759 ,0.051 ,1.9 ,0.369 ,
13.4 ,7.7 ,309 ,11.3 ,1.7 ,6.0 ,12.0 ,5.085 ,0.112 ,3.4 ,2.127 ,
12.6 ,7.6 ,348 ,11.7 ,0.8 ,4.1 ,2.9 ,5.388 ,0.056 ,2.0 ,0.749 ,
14.9 ,8.0 ,357 ,12.6 ,0.6 ,2.5 ,2.2 ,4.595 ,0.071 ,1.8 ,0.466 ,
12.7 ,7.6 ,302 ,12.1 ,2.8 ,4.8 ,7.6 ,5.507 ,0.093 ,3.1 ,1.651 ,
17.0 ,7.7 ,345 ,11.4 ,1.0 ,2.7 ,1.2 ,5.076 ,0.058 ,1.9 ,0.701 ,
17.1 ,7.7 ,246 ,10.5 ,3.3 ,7.1 ,18.4 ,4.475 ,0.136 ,4.1 ,2.680 ,
20.7 ,8.9 ,342 ,11.8 ,1.2 ,3.2 ,2.0 ,3.726 ,0.049 ,2.2 ,0.357 ,
22.4 ,8.0 ,354 ,9.6 ,1.4 ,3.0 ,0.4 ,4.026 ,0.063 ,2.1 ,0.303 ,
22.4 ,7.6 ,362 ,8.8 ,1.2 ,3.9 ,1.6 ,4.245 ,0.088 ,2.5 ,0.556 ,
19.7 ,8.0 ,364 ,11.3 ,0.7 ,2.9 ,1.8 ,3.642 ,0.062 ,2.0 ,0.297 ,
25.3 ,7.4 ,354 ,8.2 ,0.3 ,3.5 ,1.6 ,4.441 ,0.079 ,2.0 ,0.321 ,
25.6 ,7.7 ,361 ,10.6 ,0.6 ,3.0 ,1.0 ,3.283 ,0.055 ,2.1 ,0.148 ,
21.5 ,7.1 ,244 ,8.5 ,7.0 ,16.5 ,147.0 ,5.041 ,0.598 ,8.0 ,3.955 ,
26.0 ,7.3 ,305 ,7.8 ,1.1 ,5.1 ,10.5 ,5.875 ,0.147 ,3.7 ,2.714 ,
22.8 ,7.3 ,341 ,8.8 ,0.7 ,3.7 ,2.6 ,4.517 ,0.086 ,2.1 ,0.388 ,
25.4 ,7.3 ,285 ,7.5 ,1.2 ,5.1 ,8.0 ,5.587 ,0.141 ,3.6 ,2.452 ,
28.6 ,7.4 ,317 ,7.3 ,1.0 ,4.4 ,12.2 ,4.995 ,0.135 ,2.7 ,1.400 ,
24.6 ,7.2 ,328 ,9.0 ,0.8 ,3.3 ,5.7 ,5.031 ,0.093 ,2.3 ,0.773 ,
27.6 ,7.3 ,334 ,7.1 ,0.8 ,2.6 ,2.6 ,2.951 ,0.081 ,1.3 ,0.410 ,
23.6 ,7.4 ,414 ,10.4 ,1.4 ,4.4 ,2.2 ,3.242 ,0.137 ,2.9 ,0.056 ,
25.6 ,8.0 ,416 ,10.3 ,1.2 ,4.1 ,2.6 ,4.021 ,0.113 ,2.8 ,0.077 ,
22.7 ,7.9 ,337 ,10.3 ,0.7 ,2.8 ,1.6 ,2.493 ,0.067 ,1.6 ,0.301 ,
21.8 ,7.1 ,344 ,8.5 ,0.6 ,2.7 ,2.6 ,4.241 ,0.084 ,1.8 ,0.793 ,
18.6 ,7.4 ,349 ,10.2 ,0.3 ,2.6 ,1.0 ,4.678 ,0.109 ,1.8 ,0.858 ,
20.6 ,7.9 ,355 ,9.9 ,0.6 ,3.2 ,5.2 ,4.354 ,0.077 ,1.8 ,0.497 ,
17.6 ,8.3 ,355 ,12.1 ,1.2 ,3.2 ,2.4 ,3.804 ,0.067 ,1.8 ,0.410 ,
17.3 ,7.9 ,374 ,11.1 ,1.3 ,3.4 ,3.6 ,4.314 ,0.079 ,1.9 ,0.344 ,
14.1 ,7.8 ,388 ,11.0 ,0.5 ,3.4 ,3.8 ,4.291 ,0.072 ,1.9 ,0.357 ,
11.5 ,7.6 ,370 ,10.4 ,0.5 ,2.8 ,1.6 ,4.227 ,0.068 ,1.4 ,0.272 ,
10.1 ,7.5 ,382 ,12.2 ,0.9 ,3.8 ,13.2 ,4.748 ,0.089 ,2.0 ,0.606 ,
11.0 ,7.4 ,389 ,12.4 ,0.3 ,2.7 ,1.2 ,4.522 ,0.062 ,1.5 ,0.363 ,
8.9 ,7.8 ,411 ,11.0 ,0.3 ,2.7 ,4.2 ,5.042 ,0.066 ,1.6 ,0.527 ,
8.3 ,7.1 ,419 ,11.2 ,1.6 ,3.5 ,3.0 ,5.217 ,0.175 ,1.8 ,0.219 ,
7.2 ,7.9 ,436 ,13.0 ,0.8 ,3.5 ,6.8 ,6.664 ,0.082 ,1.9 ,0.187 ,
6.1 ,7.9 ,420 ,13.5 ,1.1 ,4.0 ,28.6 ,6.505 ,0.120 ,2.0 ,0.173 ,
8.1 ,8.1 ,422 ,12.9 ,1.4 ,3.8 ,7.6 ,4.955 ,0.107 ,1.9 ,0.231 ,
9.5 ,8.1 ,444 ,13.2 ,0.6 ,3.3 ,2.6 ,4.447 ,0.089 ,1.7 ,0.224 ,
8.2 ,8.3 ,420 ,13.1 ,4.8 ,6.2 ,10.8 ,4.908 ,0.181 ,2.1 ,0.210 ,
11.3 ,8.2 ,444 ,13.2 ,1.8 ,4.3 ,2.6 ,4.420 ,0.359 ,2.3 ,0.208 ,
11.2 ,8.2 ,431 ,11.8 ,1.1 ,4.6 ,2.0 ,4.351 ,0.144 ,2.0 ,0.209 ,
12.1 ,8.4 ,431 ,12.9 ,1.1 ,3.4 ,1.2 ,3.836 ,0.064 ,1.9 ,0.170 ,
15.0 ,8.3 ,445 ,9.8 ,0.6 ,3.3 ,2.2 ,4.351 ,0.060 ,2.2 ,0.280 ,
15.4 ,8.5 ,430 ,13.0 ,1.3 ,3.5 ,1.8 ,3.997 ,0.080 ,2.4 ,0.205 ,
15.8 ,7.7 ,424 ,10.4 ,0.9 ,4.3 ,5.8 ,5.415 ,0.119 ,3.0 ,0.809 ,
16.6 ,7.8 ,444 ,9.7 ,1.0 ,3.1 ,2.2 ,4.508 ,0.071 ,2.2 ,0.434 ,
17.5 ,8.3 ,427 ,11.0 ,0.7 ,3.0 ,1.8 ,3.766 ,0.049 ,1.9 ,0.268 ,
19.5 ,8.2 ,400 ,12.6 ,1.3 ,3.4 ,4.4 ,3.797 ,0.051 ,2.1 ,0.191 ,
21.1 ,8.3 ,403 ,10.8 ,1.1 ,3.7 ,6.8 ,2.852 ,0.060 ,2.3 ,0.143 ,
17.9 ,7.3 ,413 ,8.8 ,1.4 ,3.0 ,2.8 ,2.254 ,0.046 ,1.6 ,0.006 ,
22.4 ,8.1 ,394 ,10.6 ,1.2 ,3.3 ,3.2 ,1.583 ,0.060 ,2.0 ,0.035 ,
24.6 ,8.0 ,400 ,10.0 ,1.4 ,3.3 ,2.4 ,1.675 ,0.046 ,2.3 ,0.205 ,
22.3 ,7.2 ,235 ,8.4 ,2.0 ,11.3 ,12.8 ,7.350 ,0.279 ,8.0 ,15.472 ,
22.7 ,7.6 ,329 ,7.8 ,0.6 ,5.5 ,4.8 ,6.932 ,0.132 ,4.1 ,2.799 ,
21.8 ,7.7 ,375 ,8.3 ,0.5 ,4.4 ,20.6 ,5.374 ,0.090 ,2.6 ,0.783 ,
22.6 ,7.6 ,395 ,8.5 ,1.1 ,3.5 ,24.4 ,4.018 ,0.089 ,2.2 ,0.172 ,
22.6 ,7.6 ,397 ,7.0 ,0.6 ,3.2 ,31.6 ,3.621 ,0.084 ,1.8 ,0.224 ,
20.5 ,8.1 ,393 ,9.9 ,0.3 ,2.8 ,19.8 ,4.272 ,0.068 ,1.8 ,0.413 ,
16.0 ,8.2 ,394 ,10.0 ,0.3 ,2.6 ,3.0 ,4.403 ,0.058 ,1.7 ,0.380 ,
15.1 ,7.5 ,265 ,9.8 ,3.4 ,12.3 ,379.2 ,4.411 ,0.511 ,5.9 ,4.522 ,
16.4 ,7.5 ,351 ,9.7 ,0.8 ,4.4 ,4.0 ,6.361 ,0.090 ,2.8 ,1.461 ,
14.1 ,7.7 ,326 ,9.2 ,2.7 ,4.5 ,5.6 ,6.456 ,0.097 ,2.9 ,1.843 ,
13.7 ,7.6 ,378 ,11.4 ,1.3 ,3.3 ,10.6 ,6.163 ,0.071 ,2.2 ,0.968 ,
12.4 ,7.8 ,391 ,9.7 ,0.9 ,3.5 ,9.0 ,5.800 ,0.063 ,1.8 ,0.562 ,
11.2 ,7.6 ,388 ,10.6 ,1.0 ,3.1 ,7.4 ,5.747 ,0.056 ,1.8 ,0.253 ,
7.8 ,7.7 ,406 ,11.6 ,1.2 ,3.3 ,20.8 ,5.866 ,0.081 ,2.1 ,0.799 ,
8.2 ,7.6 ,362 ,10.1 ,0.4 ,3.6 ,31.1 ,5.712 ,0.072 ,1.7 ,0.499 ,
8.8 ,7.7 ,399 ,11.7 ,0.3 ,8.2 ,606.0 ,6.249 ,0.273 ,3.1 ,0.321 ,
7.0 ,7.7 ,419 ,13.6 ,0.8 ,2.0 ,3.4 ,5.730 ,0.043 ,1.2 ,0.167 ,
8.3 ,7.8 ,401 ,12.5 ,0.8 ,5.8 ,325.0 ,5.371 ,0.208 ,2.2 ,0.210 ,
8.0 ,7.6 ,409 ,12.1 ,0.3 ,17.1 ,1430.0 ,6.703 ,0.452 ,7.4 ,0.364 ,
9.9 ,7.8 ,428 ,11.6 ,0.5 ,2.3 ,6.6 ,5.397 ,0.046 ,1.2 ,0.173 ,
5.6 ,7.8 ,444 ,12.7 ,0.9 ,2.4 ,15.8 ,5.938 ,0.051 ,1.2 ,0.154 ,
9.7 ,8.0 ,450 ,12.4 ,0.5 ,2.9 ,4.2 ,6.790 ,0.042 ,1.0 ,0.237 ,
